idx	U_label	U	beta	T	L6_Ntot_target	L6_target_density	L8_reference_Ntot	L8_reference_density	mu_L8_reference	source_manifests	source_out_parents	reference_status
154	Up3	3.0	6.7	0.149253731343	32	0.888888888889	56	0.875000000000	-0.558573688064	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/cnms/Ntot056_n0.875000_b6p7_mum0p558574	final_production
155	Up3	3.0	10.0	0.100000000000	32	0.888888888889	56	0.875000000000	-0.530637387950	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/cnms/Ntot056_n0.875000_b10p0_mum0p530637	final_production
156	Up5	5.0	2.0	0.500000000000	12	0.333333333333	22	0.343750000000	-4.216651990574	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot022_n0.343750_beta2p0	final_production
157	Up5	5.0	2.2	0.454545454545	12	0.333333333333	22	0.343750000000	-4.188887152235	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot022_n0.343750_beta2p2	final_production
158	Up5	5.0	2.5	0.400000000000	12	0.333333333333	22	0.343750000000	-4.157155960421	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot022_n0.343750_beta2p5	final_production
159	Up5	5.0	2.9	0.344827586207	12	0.333333333333	22	0.343750000000	-4.125489175792	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot022_n0.343750_beta2p9	final_production
160	Up5	5.0	3.3	0.303030303030	12	0.333333333333	22	0.343750000000	-4.101248094793	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot022_n0.343750_beta3p3	final_production
161	Up5	5.0	4.0	0.250000000000	12	0.333333333333	22	0.343750000000	-4.068318573186	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot022_n0.343750_beta4p0	final_production
162	Up5	5.0	5.0	0.200000000000	12	0.333333333333	22	0.343750000000	-4.034260343227	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot022_n0.343750_beta5p0	final_production
163	Up5	5.0	6.7	0.149253731343	12	0.333333333333	22	0.343750000000	-4.000289541544	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/cnms/Up5/Ntot022_n0.343750_beta6p7	final_production
164	Up5	5.0	10.0	0.100000000000	12	0.333333333333	22	0.343750000000	-3.978505973158	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/cnms/Up5/Ntot022_n0.343750_beta10p0	final_production
165	Up5	5.0	2.0	0.500000000000	18	0.500000000000	32	0.500000000000	-3.294714508400	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_Up5_N32_b2p0_ccsd.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot032_n0.500000_beta2p0	final_production
166	Up5	5.0	2.2	0.454545454545	18	0.500000000000	32	0.500000000000	-3.269791488526	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot032_n0.500000_beta2p2	final_production
167	Up5	5.0	2.5	0.400000000000	18	0.500000000000	32	0.500000000000	-3.241906559964	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot032_n0.500000_beta2p5	final_production
168	Up5	5.0	2.9	0.344827586207	18	0.500000000000	32	0.500000000000	-3.216903770400	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot032_n0.500000_beta2p9	final_production
169	Up5	5.0	3.3	0.303030303030	18	0.500000000000	32	0.500000000000	-3.201736627570	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot032_n0.500000_beta3p3	final_production
170	Up5	5.0	4.0	0.250000000000	18	0.500000000000	32	0.500000000000	-3.187048503042	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot032_n0.500000_beta4p0	final_production
171	Up5	5.0	5.0	0.200000000000	18	0.500000000000	32	0.500000000000	-3.178989277998	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up5/Ntot032_n0.500000_beta5p0	final_production
172	Up5	5.0	6.7	0.149253731343	18	0.500000000000	32	0.500000000000	-3.172548161098	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/cnms/Up5/Ntot032_n0.500000_beta6p7	final_production
173	Up5	5.0	10.0	0.100000000000	18	0.500000000000	32	0.500000000000	-3.163074633302	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/cnms/Up5/Ntot032_n0.500000_beta10p0	final_production
174	Up5	5.0	2.0	0.500000000000	26	0.722222222222	46	0.718750000000	-2.067791692997	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_supplement_N46_b2p0_b2p2_b2p5_ccsd.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot046_n0.718750_beta2p0	final_production
175	Up5	5.0	2.2	0.454545454545	26	0.722222222222	46	0.718750000000	-2.047800704269	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_supplement_N46_b2p0_b2p2_b2p5_ccsd.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot046_n0.718750_beta2p2	final_production
176	Up5	5.0	2.5	0.400000000000	26	0.722222222222	46	0.718750000000	-2.021798511060	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_supplement_N46_b2p0_b2p2_b2p5_ccsd.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot046_n0.718750_beta2p5	final_production
177	Up5	5.0	2.9	0.344827586207	26	0.722222222222	46	0.718750000000	-1.992811704072	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot046_n0.718750_beta2p9	final_production
178	Up5	5.0	3.3	0.303030303030	26	0.722222222222	46	0.718750000000	-1.968804438120	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot046_n0.718750_beta3p3	final_production
179	Up5	5.0	4.0	0.250000000000	26	0.722222222222	46	0.718750000000	-1.934699818744	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot046_n0.718750_beta4p0	final_production
180	Up5	5.0	5.0	0.200000000000	26	0.722222222222	46	0.718750000000	-1.894197943649	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot046_n0.718750_beta5p0	final_production
181	Up5	5.0	6.7	0.149253731343	26	0.722222222222	46	0.718750000000	-1.841785571820	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/cnms/Up5/Ntot046_n0.718750_beta6p7	final_production
182	Up5	5.0	10.0	0.100000000000	26	0.722222222222	46	0.718750000000	-1.940068543284	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/cnms/Up5/Ntot046_n0.718750_beta10p0	final_production
183	Up5	5.0	2.0	0.500000000000	32	0.888888888889	56	0.875000000000	-1.110990737077	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot056_n0.875000_beta2p0	final_production
184	Up5	5.0	2.2	0.454545454545	32	0.888888888889	56	0.875000000000	-1.111034127907	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot056_n0.875000_beta2p2	final_production
185	Up5	5.0	2.5	0.400000000000	32	0.888888888889	56	0.875000000000	-1.110819975307	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot056_n0.875000_beta2p5	final_production
186	Up5	5.0	2.9	0.344827586207	32	0.888888888889	56	0.875000000000	-1.109800115140	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot056_n0.875000_beta2p9	final_production
187	Up5	5.0	3.3	0.303030303030	32	0.888888888889	56	0.875000000000	-1.108326970283	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot056_n0.875000_beta3p3	final_production
188	Up5	5.0	4.0	0.250000000000	32	0.888888888889	56	0.875000000000	-1.105273513017	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot056_n0.875000_beta4p0	final_production
189	Up5	5.0	5.0	0.200000000000	32	0.888888888889	56	0.875000000000	-1.099525088820	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/ccsd/Up5/Ntot056_n0.875000_beta5p0	final_production
190	Up5	5.0	6.7	0.149253731343	32	0.888888888889	56	0.875000000000	-1.202309588119	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/cnms/Up5/Ntot056_n0.875000_beta6p7	final_production
191	Up5	5.0	10.0	0.100000000000	32	0.888888888889	56	0.875000000000	-1.142490512340	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up5_N46_N56_beta_le10_foundmu_20260714/cnms/Up5/Ntot056_n0.875000_beta10p0	final_production
